userID,placeID,rating,food_rating,service_rating,Rating_sum,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,age,interest,personality,religion,activity,color,weight,budget,height,res_latitude,res_longitude,the_geom_meter,name,address,city,state,country,fax,zip,alcohol,smoking_area,dress_code,accessibility,price,url,Rambience,franchise,area,other_services
U1134,135044,1,1,1,3,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.141848,-100.997475,0101000020957F0000C8B62F9EFF4858C14FA6C296B9A94B41,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,SLP,Mexico,?,78240,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1134,132825,1,2,1,4,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.1473922,-100.983092,0101000020957F00001AD016568C4858C1243261274BA54B41,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,s.l.p.,mexico,?,78280,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,open,none
U1134,135059,2,1,0,3,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.145108,-100.989547,0101000020957F000005810F19B84858C136805B2745A74B41,Restaurant Bar Hacienda los Martinez,Santos Degollado 745 los Alamitos,San Luis Potosi,SLP,Mexico,?,78250,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1134,135065,2,2,2,6,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.14958,-100.999557,0101000020957F000094A6A8E3C14758C17435E6D1DBA94B41,El angel Restaurante,Venustiano Carranza 1625 Jardin,San Luis Potosi,SLP,Mexico,?,78250,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none
U1134,135046,2,1,1,4,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.141282,-101.002958,0101000020957F000011DFB4E3EE4858C13F78758452AB4B41,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,SLP,Mexico,?,78200,No_Alcohol_Served,none,informal,no_accessibility,medium,reyecito.com,familiar,f,closed,none
U1134,135085,2,1,2,5,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.150802,-100.98268,0101000020957F00009F823DA6094858C18A2D4D37F9A44B41,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,?,familiar,f,closed,none
U1134,135079,1,1,2,4,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.156376,-100.998355,0101000020957F00009FF49E27C04658C1BA8689941CA94B41,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,high,?,familiar,f,closed,none
U1134,135055,2,2,2,6,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.148854,-101.008472,0101000020957F00006610DA0F9F4758C12ED00BA771AC4B41,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,SLP,Mexico,?,78270,No_Alcohol_Served,section,informal,no_accessibility,high,?,familiar,f,closed,none
U1134,132754,2,1,1,4,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.1477379,-100.9906163,0101000020957F00002493B678494858C1AD55D2316BA74B41,Cabana Huasteca,Cuauhtemoc 455,San Luis Potosi,S.L.P.,Mexico,?,?,No_Alcohol_Served,none,informal,partially,medium,?,familiar,f,closed,none
U1134,132572,0,0,0,0,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.1416471,-100.9927118,0101000020957F00005D19BF45294958C18FF7F8E260A84B41,Cafe Chaires,?,San Luis Potosi,San Luis Potosi,Mexico,?,?,No_Alcohol_Served,not permitted,informal,completely,low,?,familiar,f,closed,none
U1134,135075,2,1,1,4,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.139573,-100.991564,0101000020957F0000332AE8AF824958C15A4195A82CA84B41,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,?,78269,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1134,135080,1,1,1,3,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.145008,-100.997969,0101000020957F000033331E4B804858C166643087ADA94B41,los Toneles,Estatuto Juridico 1040 Burocratas,San Luis Potosi,SLP,Mexico,?,78270,No_Alcohol_Served,section,informal,no_accessibility,high,lostoneles.com.mx,familiar,f,closed,none
U1134,135064,2,2,2,6,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.154687,-100.996617,0101000020957F0000245028A70E4758C18E383571B7A84B41,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,Mexico,?,78740,No_Alcohol_Served,none,informal,no_accessibility,high,?,familiar,f,closed,none
U1134,135074,2,2,2,6,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,20,variety,hard-worker,Catholic,student,black,52,medium,1.65,22.149689,-100.999525,0101000020957F0000CDA37BD8BD4758C1F4FBE3D2D7A94B41,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none
U1106,135041,1,1,1,3,18.927072,-99.173584,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,blue,65,medium,1.71,22.15106,-100.977659,0101000020957F0000D2002719234858C1CC7A9FC186A34B41,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,lunacafe.com.mx,familiar,f,closed,none
U1126,135069,0,0,0,0,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,?,78399,Wine-Beer,none,informal,no_accessibility,low,?,familiar,f,closed,none
U1106,135032,0,0,0,0,18.927072,-99.173584,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,blue,65,medium,1.71,22.152481,-100.973486,0101000020957F000017D69FF5084858C1A8F2188740A24B41,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1126,135057,2,2,2,6,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.145992,-100.955118,0101000020957F000095669021894958C182C9C10E669D4B41,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,?,78390,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1126,132830,0,0,0,0,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.1508494,-100.9397522,0101000020957F0000F2E21C48374958C1C6826887BA984B41,Rincon Huasteco,?,?,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1106,135028,2,1,0,3,18.927072,-99.173584,FALSE,casual drinker,informal,friends,car owner,single,independent,81,technology,hard-worker,Catholic,professional,blue,65,medium,1.71,22.146658,-100.987219,0101000020957F0000B4F00BDD8B4858C10AC3619C83A64B41,La Virreina,Av. Carranza 830,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1126,135040,0,0,0,0,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.135617,-100.969709,0101000020957F00001B552189B84A58C15A2AAEFD2CA24B41,Restaurant los Compadres,Camino a Simon Diaz 155 Centro,San Luis Potosi,SLP,Mexico,?,74000,Wine-Beer,none,informal,no_accessibility,high,?,familiar,f,closed,none
U1126,135106,2,2,2,6,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.1497088,-100.9760928,0101000020957F0000649D6F21634858C119AE9BF528A34B41,El Rincón de San Francisco,Universidad 169,San Luis Potosi,San Luis Potosi,Mexico,?,78000,Wine-Beer,only at bar,informal,partially,medium,?,familiar,f,open,none
U1126,135052,2,1,1,4,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.150981,-100.977412,0101000020957F0000B72147F1274858C189A406ED75A34B41,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,SLP,Mexico,?,78000,Full_Bar,none,informal,no_accessibility,high,lacantinaslp.com,familiar,f,closed,none
U1126,135041,2,1,1,4,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.15106,-100.977659,0101000020957F0000D2002719234858C1CC7A9FC186A34B41,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,SLP,Mexico,?,?,Wine-Beer,none,informal,no_accessibility,medium,lunacafe.com.mx,familiar,f,closed,none
U1126,135038,1,0,1,2,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.155651,-100.977767,0101000020957F0000506149736E4758C1A8BC93DA48A34B41,Restaurant la Chalita,Guajardo Sn San Luis Potosi Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1126,135054,1,2,1,4,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.140626,-100.915657,0101000020957F000011E92CCE714B58C19BF8C0CA75924B41,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,78000S,No_Alcohol_Served,none,informal,no_accessibility,high,?,familiar,f,closed,none
U1126,135108,2,2,1,5,22.15421,-100.942233,FALSE,casual drinker,formal,friends,on foot,single,independent,21,technology,hard-worker,Catholic,student,purple,65,low,1.63,22.1362534,-100.9335852,0101000020957F00008FAE40D59E4B58C112C66046D5974B41,Potzocalli,Carretera Central Sn,San Luis Potosi,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1044,134986,2,2,2,6,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,42,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.928798,-99.239513,0101000020957F00002A0D05E2D96D5AC1AB058CB1EC564A41,Restaurant Las Mananitas,Ricardo Linares 107,Cuernavaca,Morelos,Mexico,?,?,Wine-Beer,none,formal,no_accessibility,high,lasmananitas.com.mx,familiar,f,closed,none
U1124,135054,1,1,1,3,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.140626,-100.915657,0101000020957F000011E92CCE714B58C19BF8C0CA75924B41,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,78000S,No_Alcohol_Served,none,informal,no_accessibility,high,?,familiar,f,closed,none
U1044,132768,2,2,2,6,18.95298,-99.260789,TRUE,social drinker,informal,family,car owner,married,kids,42,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.9257734,-99.2326355,0101000020957F000000DD3546816E5AC119D4BD17FD544A41,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,morelos,mexico,?,62320,No_Alcohol_Served,not permitted,casual,partially,medium,?,familiar,t,closed,none
U1124,135108,1,1,1,3,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.1362534,-100.9335852,0101000020957F00008FAE40D59E4B58C112C66046D5974B41,Potzocalli,Carretera Central Sn,San Luis Potosi,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1124,135032,1,1,1,3,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.152481,-100.973486,0101000020957F000017D69FF5084858C1A8F2188740A24B41,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1124,135071,1,0,1,2,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.126375,-100.910926,0101000020957F0000E3A742BFC14D58C1F4E529A7F3914B41,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,?,78396,Full_Bar,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1124,135070,1,1,1,3,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,Villa de Pozos 4497 Villa de Pozos,San Luis Potosi,SLP,Mexico,?,78421,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1124,135069,1,1,1,3,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,?,78399,Wine-Beer,none,informal,no_accessibility,low,?,familiar,f,closed,none
U1124,135081,1,1,0,2,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Mexico 810 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1124,135057,1,1,1,3,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.145992,-100.955118,0101000020957F000095669021894958C182C9C10E669D4B41,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,?,78390,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1124,135039,1,1,1,3,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.145893,-100.97487,0101000020957F000040D5CE4E014958C177DC62AE09A34B41,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,SLP,Mexico,?,79300,No_Alcohol_Served,section,informal,no_accessibility,low,?,familiar,f,closed,none
U1124,135050,0,1,0,1,22.137072,-100.918865,FALSE,casual drinker,informal,friends,public,single,independent,20,none,hard-worker,Catholic,student,blue,51,low,1.2,22.174887,-100.970825,0101000020957F0000FD78FFF7AD4458C1896A33F029A04B41,Restaurante la Estrella de Dima,Soledad Sn Arboledas de Soledad,Soledad,SLP,Mexico,?,78430,Wine-Beer,none,informal,no_accessibility,high,?,familiar,f,closed,none
U1018,135043,0,0,0,0,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.185756,-100.944518,0101000020957F00006B9D7207BE4358C12419118D05984B41,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,SLP,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1125,135043,1,1,2,4,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.185756,-100.944518,0101000020957F00006B9D7207BE4358C12419118D05984B41,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,SLP,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1125,135081,0,0,2,2,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Mexico 810 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1125,135076,1,1,1,3,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.181017,-100.973614,0101000020957F00005657121FAA4358C1A8030D5598A04B41,Restaurante Pueblo Bonito,Mexico 2015 Providencia,San Luis Potosi,SLP,Mexico,?,78395,Wine-Beer,none,informal,no_accessibility,high,?,familiar,f,closed,none
U1018,135082,2,2,2,6,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,Villa de Pozos 192 Villa de Pozos,San Luis Potosi,SLP,Mexico,?,78421,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1125,135050,2,1,1,4,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.174887,-100.970825,0101000020957F0000FD78FFF7AD4458C1896A33F029A04B41,Restaurante la Estrella de Dima,Soledad Sn Arboledas de Soledad,Soledad,SLP,Mexico,?,78430,Wine-Beer,none,informal,no_accessibility,high,?,familiar,f,closed,none
U1125,135066,1,0,1,2,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.16835,-100.972466,0101000020957F000013696871A24558C11EE432FB04A14B41,Restaurante Guerra,20 de Noviembre 1817 Tlaxcala,San Luis Potosi,SLP,Mexico,?,78038,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none
U1125,135032,1,2,1,4,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.152481,-100.973486,0101000020957F000017D69FF5084858C1A8F2188740A24B41,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1119,134986,2,2,2,6,18.96479,-99.260017,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,blue,68,medium,1.68,18.928798,-99.239513,0101000020957F00002A0D05E2D96D5AC1AB058CB1EC564A41,Restaurant Las Mananitas,Ricardo Linares 107,Cuernavaca,Morelos,Mexico,?,?,Wine-Beer,none,formal,no_accessibility,high,lasmananitas.com.mx,familiar,f,closed,none
U1119,135021,0,0,0,0,18.96479,-99.260017,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,blue,68,medium,1.68,18.933537,-99.222497,0101000020957F00005645259D836D5AC11EF994E27F514A41,Subway,Rio Mayo 17 Vista Hermosa,Cuernavaca,Morelos,Mexico,?,62290,No_Alcohol_Served,not permitted,informal,no_accessibility,low,?,familiar,t,closed,none
U1119,135001,2,2,2,6,18.96479,-99.260017,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,blue,68,medium,1.68,18.941859,-99.241927,0101000020957F0000429477F3B36B5AC1D65C45CAFA564A41,Vips,Emiliano Zapata No. 825 Tlaltenongo,Cuernavaca,Morelos,Mexico,?,62170,Wine-Beer,none,informal,completely,medium,?,familiar,t,closed,none
U1125,135042,1,1,1,3,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.159357,-100.973411,0101000020957F0000C66BB014FC4658C17CFE8D93D2A14B41,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,SLP,Mexico,?,78269,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1119,132583,2,2,2,6,18.96479,-99.260017,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,blue,68,medium,1.68,18.9222904,-99.234332,0101000020957F0000FBE7171F056F5AC1E8A6C0A5AF554A41,McDonalds Centro,Rayon sn col. Centro,Cuernavaca,Morelos,Mexico,?,62000,No_Alcohol_Served,not permitted,informal,partially,low,no,familiar,t,closed,none
U1125,135063,1,2,1,4,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.156724,-100.975556,0101000020957F000054B1A10F544758C15BD6A12797A24B41,Restaurante Alhondiga,Alhondiga 62 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1119,132768,2,2,2,6,18.96479,-99.260017,FALSE,abstemious,formal,family,public,single,independent,19,eco-friendly,thrifty-protector,Catholic,student,blue,68,medium,1.68,18.9257734,-99.2326355,0101000020957F000000DD3546816E5AC119D4BD17FD544A41,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,morelos,mexico,?,62320,No_Alcohol_Served,not permitted,casual,partially,medium,?,familiar,t,closed,none
U1125,135060,1,0,2,3,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.156883,-100.978485,0101000020957F00004C95C918394758C17A5C44896AA34B41,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,?,78310,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1125,135038,2,2,1,5,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.155651,-100.977767,0101000020957F0000506149736E4758C1A8BC93DA48A34B41,Restaurant la Chalita,Guajardo Sn San Luis Potosi Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1125,135062,1,2,1,4,22.19204,-100.956935,FALSE,casual drinker,formal,friends,public,single,independent,21,technology,hard-worker,Catholic,student,white,57,low,1.67,22.153703,-100.979033,0101000020957F0000D177B9CFB14758C162A211E1C2A34B41,Restaurante El Cielo Potosino,Julian de Los Reyes 400 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1018,135081,1,1,1,3,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Mexico 810 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1018,135057,1,1,0,2,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.145992,-100.955118,0101000020957F000095669021894958C182C9C10E669D4B41,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,?,78390,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1018,135066,1,1,1,3,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.16835,-100.972466,0101000020957F000013696871A24558C11EE432FB04A14B41,Restaurante Guerra,20 de Noviembre 1817 Tlaxcala,San Luis Potosi,SLP,Mexico,?,78038,Wine-Beer,section,informal,no_accessibility,high,?,familiar,f,closed,none
U1018,135032,1,1,1,3,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.152481,-100.973486,0101000020957F000017D69FF5084858C1A8F2188740A24B41,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,?,78000,Wine-Beer,section,informal,no_accessibility,medium,?,familiar,f,closed,none
U1018,135062,0,0,1,1,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.153703,-100.979033,0101000020957F0000D177B9CFB14758C162A211E1C2A34B41,Restaurante El Cielo Potosino,Julian de Los Reyes 400 Centro,San Luis Potosi,SLP,Mexico,?,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1018,135025,1,1,1,3,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.14955,-100.97797,0101000020957F0000C7080D105C4858C108B4006AB4A34B41,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,SLP,Mexico,?,?,No_Alcohol_Served,none,informal,no_accessibility,medium,?,familiar,f,closed,none
U1018,135069,0,1,1,2,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,?,78399,Wine-Beer,none,informal,no_accessibility,low,?,familiar,f,closed,none
U1018,135108,1,0,1,2,22.190949,-100.917902,TRUE,casual drinker,formal,friends,public,single,independent,22,technology,thrifty-protector,Christian,student,blue,65,low,1.83,22.1362534,-100.9335852,0101000020957F00008FAE40D59E4B58C112C66046D5974B41,Potzocalli,Carretera Central Sn,San Luis Potosi,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,?,familiar,f,closed,none
U1076,135039,2,2,1,5,22.156469,-100.98554,FALSE,social drinker,elegant,family,public,married,kids,24,technology,thrifty-protector,Catholic,student,blue,65,medium,1.71,22.145893,-100.97487,0101000020957F000040D5CE4E014958C177DC62AE09A34B41,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,SLP,Mexico,?,79300,No_Alcohol_Served,section,informal,no_accessibility,low,?,familiar,f,closed,none
